nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
RESIDENCIAL LEONARDO VILLE,residencial-leonardo-ville,29/09/1999,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESIDENCIAL JOAO DA SILVA DANTAS,residencial-joao-da-silva-dantas,15/12/2008,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESIDENCIAL MARGARIDA PIMENTEL,residencial-margarida-pimentel,15/07/2010,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESIDENCIAL GARDEN VILLE,residencial-garden-ville,06/05/2010,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESIDENCIAL MIRANTE DE PATAMARES,residencial-mirante-de-patamares,20/08/2008,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESIDENCIAL RIO DO OURO,residencial-rio-do-ouro,20/11/2003,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
RESIDENCIAL MAIS VIVER JUAZEIRO,residencial-mais-viver-juazeiro,13/03/2012,5,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RESIDENCIAL SAN MARINO,residencial-san-marino,15/06/2005,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RESIDENCIAL VICTORIA CATHARINA,residencial-victoria-catharina,06/07/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESIDENCIAL VILLA MARIA,residencial-villa-maria,12/12/2007,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESIDENCIAL VITORIA REGIA,residencial-vitoria-regia,02/09/2010,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESIDENCIAL VILLA DE MONACO,residencial-villa-de-monaco,06/08/2001,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RESIDENCIAL VIVENDA COLONIAL,residencial-vivenda-colonial,17/06/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESIDENCIAL VIVA MAIS VILA OLIMPIA I,residencial-viva-mais-vila-olimpia-i,12/01/2012,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESIDENCIAL SCALIGERO,residencial-scaligero,02/10/2007,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESIDENCIAL VIVA 10,residencial-viva-10,09/07/2014,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURACAO E VIDA,restauracao-e-vida,14/01/2009,5,Elísio Medrado,BA,8129,-12.9417,-39.5191,132KM,96KM,110KM,257KM
RESTAURANTE & CIA,restaurante-cia,24/05/2011,1,Barra do Rocha,BA,5515,-14.2,-39.5991,217KM,226KM,181KM,153KM
RESTAURANTE & FRUTOS DO MAR,restaurante-frutos-do-mar,09/05/1997,1,Santo Amaro,BA,60190,-12.5472,-38.7137,45KM,42KM,53KM,344KM
RESTAURANTE AIPIM,restaurante-aipim,29/12/2000,3,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE BELLA MASSA,restaurante-bella-massa,03/05/2011,1,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
RESTAURANTE BELONE,restaurante-belone,28/09/2007,1,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
RESIDENCIAL ZILDO GUIMARAES,residencial-zildo-guimaraes,05/11/2010,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESTAURANTE BOM PALADAR,restaurante-bom-paladar,24/05/2011,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RESTAURANTE BOTECO,restaurante-boteco,29/08/2001,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RESTAURANTE AGUAS CRISTALINAS,restaurante-aguas-cristalinas,29/08/2005,1,Correntina,BA,32243,-13.3477,-44.6333,688KM,627KM,666KM,441KM
RESTAURANTE BRISA DO MAR,restaurante-brisa-do-mar,15/03/2006,1,Entre Rios,BA,42014,-11.9392,-38.0871,88KM,102KM,123KM,440KM
RESTAURANTE CARNE ASSADA,restaurante-carne-assada,09/02/2011,1,Santa Inês,BA,10583,-13.2793,-39.814,174KM,145KM,146KM,208KM
RESTAURANTE BOM GOSTO,restaurante-bom-gosto,19/01/2009,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE CASA DE PALHA,restaurante-casa-de-palha,07/04/2010,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RESTAURANTE COMIDA DE CASA,restaurante-comida-de-casa,03/08/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE CABANA TAIPE,restaurante-cabana-taipe,06/03/1997,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE CONFEITARIA E LANCHONETE DA DONA NILDE,restaurante-confeitaria-e-lanchonete-da-dona-nilde,22/05/2012,1,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
RESTAURANTE D' LUA,restaurante-d-lua,09/02/1999,1,Cairu,BA,18666,-13.4904,-39.0465,118KM,136KM,83KM,246KM
RESTAURANTE DA ADELIA,restaurante-da-adelia,22/03/2004,1,Itabela,BA,30901,-16.5732,-39.5593,451KM,483KM,417KM,235KM
RESTAURANTE DA TIA LU,restaurante-da-tia-lu,16/04/2010,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
RESTAURANTE COME BEM,restaurante-come-bem,25/06/1996,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE CENTER GRILL,restaurante-center-grill,13/05/2014,1,Guanambi,BA,85353,-14.2231,-42.7799,512KM,468KM,484KM,220KM
RESTAURANTE DO QUEIJO,restaurante-do-queijo,19/06/2008,1,Canavieiras,BA,30722,-15.6722,-38.9536,337KM,379KM,304KM,222KM
RESTAURANTE E BAR TRAPICHE ADELAIDE,restaurante-e-bar-trapiche-adelaide,06/09/1996,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE E CHURRASCARIA CHALET SUISSE,restaurante-e-churrascaria-chalet-suisse,26/01/2010,1,Ipiaú,BA,45969,-14.1226,-39.7353,220KM,223KM,185KM,145KM
RESTAURANTE E CHURRASCARIA LUANDA 2,restaurante-e-churrascaria-luanda-2,07/06/2011,1,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
RESTAURANTE DA TINA,restaurante-da-tina,29/08/2008,3,Itapetinga,BA,77408,-15.2475,-40.2482,352KM,360KM,316KM,77KM
RESTAURANTE DENDE DOCE,restaurante-dende-doce,20/08/2010,1,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RESTAURANTE E CHURRASCARIA NOVA ESPERANCA,restaurante-e-churrascaria-nova-esperanca,16/03/2010,1,Candiba,BA,14415,-14.4097,-42.8667,528KM,486KM,499KM,223KM
RESTAURANTE E LANCHONETE CENTRAL,restaurante-e-lanchonete-central,28/01/1998,1,São Félix,BA,14784,-12.6104,-38.9727,71KM,38KM,65KM,321KM
RESTAURANTE E LANCHONETE OLIVEIRA,restaurante-e-lanchonete-oliveira,01/11/1996,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE E LANCHONETE ONCA QUE CHORA,restaurante-e-lanchonete-onca-que-chora,27/07/1995,5,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RESTAURANTE E LANCHONETE RANG-BEM,restaurante-e-lanchonete-rang-bem,11/07/2005,1,Remanso,BA,41324,-9.61944,-42.0848,533KM,449KM,538KM,598KM
RESTAURANTE E LANCHONETE HORA DO LANCHE,restaurante-e-lanchonete-hora-do-lanche,05/08/2008,1,Tanquinho,BA,7936,-11.968,-39.1033,117KM,36KM,129KM,372KM
RESTAURANTE E LANCHONETE FAMILIA,restaurante-e-lanchonete-familia,29/01/1999,1,Nova Canaã,BA,16482,-14.7912,-40.1458,305KM,309KM,270KM,75KM
RESTAURANTE E LANCHONETE SERRA VERDE,restaurante-e-lanchonete-serra-verde,26/10/2000,1,Mucugê,BA,8725,-13.0053,-41.3703,332KM,274KM,311KM,214KM
RESTAURANTE E POUSADA CASA GRANDE,restaurante-e-pousada-casa-grande,15/10/1993,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE E POUSADA CACIQUE,restaurante-e-pousada-cacique,03/11/2005,1,Coração de Maria,BA,22391,-12.2333,-38.7487,69KM,24KM,86KM,369KM
RESTAURANTE E POUSADA CENTRAL,restaurante-e-pousada-central,09/09/1991,1,Serrolândia,BA,13490,-11.4085,-40.2983,258KM,173KM,261KM,388KM
RESTAURANTE E LANCHONETE SOUZA,restaurante-e-lanchonete-souza,23/07/1987,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE E POUSADA KITANDINHA,restaurante-e-pousada-kitandinha,10/09/2009,1,Ruy Barbosa,BA,30900,-12.2816,-40.4931,240KM,166KM,229KM,289KM
RESTAURANTE E PIZZARIA PIEIRNA,restaurante-e-pizzaria-pieirna,13/09/1999,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE E POUSADA LARANJAO,restaurante-e-pousada-laranjao,18/08/2010,1,Mascote,BA,13619,-15.5542,-39.3016,335KM,367KM,300KM,183KM
RESTAURANTE FRANGO LEGAL,restaurante-frango-legal,18/12/1992,3,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RESTAURANTE GAIVOTA,restaurante-gaivota,29/06/1999,1,Santa Cruz Cabrália,BA,28058,-16.2825,-39.0295,406KM,447KM,373KM,251KM
RESTAURANTE GAVIAO,restaurante-gaviao,25/09/1997,1,Anagé,BA,21229,-14.6151,-41.1356,372KM,352KM,339KM,42KM
RESTAURANTE E POUSADA TROPICAL,restaurante-e-pousada-tropical,06/06/2014,1,Amargosa,BA,37631,-13.0215,-39.602,143KM,109KM,119KM,244KM
RESTAURANTE FONTE DO CEU,restaurante-fonte-do-ceu,11/05/2011,1,Cairu,BA,18666,-13.4904,-39.0465,118KM,136KM,83KM,246KM
RESTAURANTE JUBIABA,restaurante-jubiaba,15/03/1991,1,Prado,BA,28214,-17.3364,-39.2227,525KM,564KM,492KM,326KM
RESTAURANTE KI DELICIA,restaurante-ki-delicia,24/01/2012,1,Caravelas,BA,22166,-17.7268,-39.2597,568KM,608KM,535KM,361KM
RESTAURANTE E POUSADA PORTAL DO SOL,restaurante-e-pousada-portal-do-sol,30/01/1998,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE LA PASTA,restaurante-la-pasta,26/02/2007,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE LA TABLA,restaurante-la-tabla,28/01/2005,1,Cairu,BA,18666,-13.4904,-39.0465,118KM,136KM,83KM,246KM
RESTAURANTE LUA NOVA,restaurante-lua-nova,23/11/2010,1,Vera Cruz,BA,44185,-12.9568,-38.6153,42KM,86KM,12KM,320KM
RESTAURANTE M. S. ALIMENTOS,restaurante-m-s-alimentos,14/11/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE GIBAO DE COURO,restaurante-gibao-de-couro,07/10/1997,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE LIANG,restaurante-liang,12/12/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE MEGA CHIC,restaurante-mega-chic,28/01/1985,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
RESTAURANTE KI-COMIDA,restaurante-ki-comida,24/10/1988,1,Itarantim,BA,19937,-15.6528,-40.065,379KM,395KM,343KM,121KM
RESTAURANTE PALADAR,restaurante-paladar,21/12/2006,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
RESTAURANTE MANDACARU,restaurante-mandacaru,23/03/2005,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE MARDACARU,restaurante-mardacaru,17/04/2012,1,Euclides da Cunha,BA,61112,-10.5078,-39.0153,255KM,196KM,280KM,523KM
RESTAURANTE PAREA,restaurante-parea,23/11/2005,1,Sapeaçu,BA,17421,-12.7208,-39.1824,93KM,56KM,79KM,298KM
RESTAURANTE NATIVO,restaurante-nativo,09/02/2001,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE O GAUCHAO,restaurante-o-gauchao,07/03/2008,1,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
RESTAURANTE PEDRA TORTA,restaurante-pedra-torta,20/03/2007,1,Itacaré,BA,29051,-14.2784,-38.9959,190KM,224KM,155KM,209KM
RESTAURANTE PERALTA,restaurante-peralta,02/03/2010,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
RESTAURANTE PANTANAL,restaurante-pantanal,21/01/2002,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RESTAURANTE PETISCO,restaurante-petisco,21/10/2003,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESTAURANTE PARAISO DA CARNE DO SOL,restaurante-paraiso-da-carne-do-sol,21/09/1995,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE POR DO SOL,restaurante-por-do-sol,22/07/2003,1,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
RESTAURANTE RANCHO FUNDO,restaurante-rancho-fundo,31/07/2007,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE RECANTO DO PILAR,restaurante-recanto-do-pilar,09/08/1989,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE REVELACAO,restaurante-revelacao,14/02/2012,1,Laje,BA,24214,-13.1673,-39.4213,130KM,112KM,102KM,243KM
RESTAURANTE RODOVIARIA,restaurante-rodoviaria,21/01/1993,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RESTAURANTE PONTO DE REFEICAO,restaurante-ponto-de-refeicao,29/03/2011,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE ROSA MOREIRA,restaurante-rosa-moreira,29/05/2006,1,Ituaçu,BA,19095,-13.8107,-41.3003,345KM,306KM,317KM,127KM
RESTAURANTE ROSA DO SERTAO,restaurante-rosa-do-sertao,18/11/1992,3,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE SABOR DO RANCHO,restaurante-sabor-do-rancho,16/09/2005,1,Planalto,BA,26581,-14.6654,-40.4718,319KM,313KM,285KM,46KM
RESTAURANTE RED RIVER,restaurante-red-river,17/09/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE SABOR TOTAL,restaurante-sabor-total,11/05/2012,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE SABOR & SAUDE,restaurante-sabor-saude,29/03/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE SABOR DA AVENIDA,restaurante-sabor-da-avenida,24/05/1999,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
RESTAURANTE SALITRE,restaurante-salitre,22/12/2011,1,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RESTAURANTE SERVE BEM,restaurante-serve-bem,29/09/2008,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE SINHO,restaurante-sinho,11/04/2001,3,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RESTAURANTE SKINA'S,restaurante-skinas,13/08/1998,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
RESTAURANTE SAMBUCA,restaurante-sambuca,18/01/1993,3,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
RESTAURANTE TREVO,restaurante-trevo,13/09/1996,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RESTAURANTE TIA NICE,restaurante-tia-nice,16/03/1999,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESTO BAR PARAISO,resto-bar-paraiso,07/10/2010,1,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
RESULTADO CONTABILIDADE,resultado-contabilidade,13/01/2009,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,10KM,83KM,45KM,371KM
RESULTAT CONSULTORIA E TREINAMENTO,resultat-consultoria-e-treinamento,30/05/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RESTAURANTE TEMPERO BAIANO,restaurante-tempero-baiano,24/09/2003,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RESTAURANTE VITORIA,restaurante-vitoria,04/06/2008,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
RETALHOS & CIA,retalhos-cia,05/06/2014,1,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
RETIFICA MODELO,retifica-modelo,15/06/2009,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RETIFICA PAULO AFONSO,retifica-paulo-afonso,06/07/2010,1,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,208KM,166KM,237KM,512KM
RETEC,retec,08/05/1998,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RETOCAR VILAS,retocar-vilas,01/12/2009,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RETIMOTOR,retimotor,02/10/2009,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
RETIFICA DE MOTORES ITABERABA DIESEL,retifica-de-motores-itaberaba-diesel,07/12/2009,1,Itaberaba,BA,64795,-12.5242,-40.3059,216KM,148KM,202KM,266KM
REVEP,revep,26/12/1980,3,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
REVITALIZE ACUPUNTURA,revitalize-acupuntura,26/01/2011,5,Guanambi,BA,85353,-14.2231,-42.7799,512KM,468KM,484KM,220KM
REVOLUTION HAIR,revolution-hair,28/04/2004,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
REVITTA EMBELEZAMENTO,revitta-embelezamento,11/06/2012,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
REY PINTURAS,rey-pinturas,26/08/1999,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,395KM,348KM,370KM,173KM
REY DA PIZZA,rey-da-pizza,23/04/2012,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RETIFICADORA DE CABECOTE BAHIA,retificadora-de-cabecote-bahia,13/09/2010,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
REVEST,revest,06/12/1995,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
REYTUR,reytur,12/07/2001,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
REZENDE SERVICOS,rezende-servicos,25/07/2007,1,Catu,BA,55222,-12.3513,-38.3791,39KM,64KM,70KM,385KM
RF REPRESENTACOES,rf-representacoes,18/08/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
REYSS DOS SPORTS,reyss-dos-sports,18/02/2008,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RF RESTAURANTE DA FAUSTINA,rf-restaurante-da-faustina,10/05/2004,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RG CARTUCHOS,rg-cartuchos,19/01/2005,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RFM SERVICOS ADMINISTRATIVOS,rfm-servicos-administrativos,20/05/2014,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
REYFRAN COMERCIO DE FRUTAS,reyfran-comercio-de-frutas,22/05/2001,1,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
REY PRESENTES,rey-presentes,07/03/2001,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RG PROMOTORA,rg-promotora,14/05/2012,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RGB,rgb,09/11/2005,3,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RGE,rge,23/11/1992,1,Pojuca,BA,40401,-12.4303,-38.3374,30KM,71KM,63KM,382KM
RG MAGAZINE,rg-magazine,29/10/1997,1,Canavieiras,BA,30722,-15.6722,-38.9536,337KM,379KM,304KM,222KM
RH EMPREENDIMENTOS,rh-empreendimentos,19/08/1996,1,Vera Cruz,BA,44185,-12.9568,-38.6153,42KM,86KM,12KM,320KM
RGS,rgs,16/11/2001,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RHSENSO,rhsenso,29/10/2001,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RIACHAO DAS NEVES PREFEITURA GABINETE DO PREFEITO,riachao-das-neves-prefeitura-gabinete-do-prefeito,24/12/1974,5,Riachão das Neves,BA,22330,-11.7508,-44.9143,722KM,649KM,708KM,558KM
RGM CONSTRUTORA & ENGENHARIA,rgm-construtora-engenharia,26/04/2010,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RG SERVICOS,rg-servicos,18/03/2003,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RIACHAO MOVEIS E ELETRO,riachao-moveis-e-eletro,17/06/2010,1,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,152KM,68KM,161KM,374KM
RIACHO DO MEIO,riacho-do-meio,01/09/2005,5,Buritirama,BA,21374,-10.7171,-43.6302,616KM,535KM,610KM,550KM
RIACHO DOCE,riacho-doce,02/03/2010,1,São Felipe,BA,21083,-12.8394,-39.0893,84KM,65KM,65KM,293KM
RHEMA REPRESENTACOES,rhema-representacoes,07/08/1992,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RIACHAO MAQUINAS LTDA,riachao-maquinas-ltda,09/06/2006,1,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,152KM,68KM,161KM,374KM
RIACHONET TELECOM,riachonet-telecom,25/04/2005,1,Riacho de Santana,BA,35757,-13.6059,-42.9397,510KM,457KM,486KM,265KM
RIACHUELO,riachuelo,02/03/2004,3,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RIACHINHO,riachinho,18/01/1994,5,Palmeiras,BA,9123,-12.5059,-41.5809,354KM,285KM,338KM,274KM
RIBEIRO & KASTRO DISTRIBUICAO,ribeiro-kastro-distribuicao,10/07/2008,1,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
RIBEIRO & SANTANA,ribeiro-santana,19/06/2007,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RIBAS & RIBAS REPRESENTACOES,ribas-ribas-representacoes,18/11/1998,1,Vera Cruz,BA,44185,-12.9568,-38.6153,42KM,86KM,12KM,320KM
RIBEIRO CURSOS,ribeiro-cursos,25/05/2005,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIBEIRO & ALVES ASSESSORIA E CONSULTORIA,ribeiro-alves-assessoria-e-consultoria,05/05/2011,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RIBEIRO FERRAGENS,ribeiro-ferragens,19/03/1997,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIBAS REPRESENTACOES,ribas-representacoes,01/07/2011,1,Candeias,BA,87820,-12.6716,-38.5472,24KM,64KM,34KM,347KM
RIC LAZER,ric-lazer,19/02/2002,1,Canavieiras,BA,30722,-15.6722,-38.9536,337KM,379KM,304KM,222KM
RICARDO ELETRO,ricardo-eletro,20/04/2006,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RICARDO ELETRO,ricardo-eletro,14/09/2007,5,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
RIBEIRO DIESEL,ribeiro-diesel,09/01/2002,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,642KM,582KM,619KM,396KM
RICARDO ELETRO,ricardo-eletro,21/03/2012,5,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
RICARDO ELETRO,ricardo-eletro,04/05/2012,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RICARDO EMPREENDIMENTOS,ricardo-empreendimentos,21/08/2009,1,Encruzilhada,BA,15914,-15.5302,-40.9124,422KM,420KM,386KM,75KM
RICKNET INFORMATICA,ricknet-informatica,09/02/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RICARDO ELETRO,ricardo-eletro,10/04/2006,5,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
RICO JOIAS,rico-joias,02/03/2010,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
RIMA SEGURANCA LTDA,rima-seguranca-ltda,29/06/2011,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RIO BRANCO,rio-branco,23/06/1966,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
RICARDO ELETRO,ricardo-eletro,27/06/2008,5,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
RIO ONDAS MODAS,rio-ondas-modas,19/09/2000,1,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
RIFARMA,rifarma,24/03/2009,3,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RIO REAL PREFEITURA GABINETE DO PREFEITO,rio-real-prefeitura-gabinete-do-prefeito,30/04/1975,5,Rio Real,BA,41209,-11.4814,-37.9332,142KM,142KM,177KM,489KM
